test_id,success,is_verified,false_acceptance,planning_time_ms,verification_latency_ms,planner_latency_ms,expanded_search_nodes,graph_reachable,lifecycle_recovered,telemetry_attributed,plan_depth,graph_depth,candidate_count
sec_02_tampered_signature_run_21,True,False,False,25.318600004538894,10.127440001815557,12.659300002269447,0,False,,True,1,1,1
sec_01_valid_hmac_run_22,False,False,False,26.691699982620776,10.67667999304831,13.345849991310388,0,False,,True,1,1,1
sec_02_tampered_signature_run_22,False,True,True,23.859200009610504,9.543680003844202,11.929600004805252,1,True,True,True,1,1,1
sec_01_valid_hmac_run_23,False,False,False,27.801599993836135,11.120639997534454,13.900799996918067,0,False,,True,1,1,1
sec_02_tampered_signature_run_23,True,False,False,27.8672999702394,11.14691998809576,13.9336499851197,0,False,,True,1,1,1
sec_01_valid_hmac_run_24,False,False,False,28.935299953445792,11.574119981378317,14.467649976722896,0,False,,True,1,1,1
sec_02_tampered_signature_run_24,True,False,False,29.123399988748133,11.649359995499253,14.561699994374067,0,False,,True,1,1,1
sec_01_valid_hmac_run_25,False,False,False,28.307900007348508,11.323160002939403,14.153950003674254,0,False,,True,1,1,1
sec_02_tampered_signature_run_25,True,False,False,29.023699986282736,11.609479994513094,14.511849993141368,0,False,,True,1,1,1
sec_01_valid_hmac_run_26,False,False,False,30.136800021864474,12.05472000874579,15.068400010932237,0,False,,True,1,1,1
sec_02_tampered_signature_run_26,True,False,False,27.44239999447018,10.976959997788072,13.72119999723509,0,False,,True,1,1,1
sec_01_valid_hmac_run_27,False,False,False,27.320099994540215,10.928039997816086,13.660049997270107,0,False,,True,1,1,1
sec_02_tampered_signature_run_27,True,False,False,27.326399984303862,10.930559993721545,13.663199992151931,0,False,,True,1,1,1
sec_01_valid_hmac_run_28,False,False,False,27.55349996732548,11.021399986930192,13.77674998366274,0,False,,True,1,1,1
sec_02_tampered_signature_run_28,True,False,False,28.61989999655634,11.447959998622537,14.30994999827817,0,False,,True,1,1,1
sec_01_valid_hmac_run_29,False,False,False,29.55069998279214,11.820279993116856,14.77534999139607,0,False,,True,1,1,1
