test_id,success,is_verified,false_acceptance,planning_time_ms,verification_latency_ms,planner_latency_ms,expanded_search_nodes,graph_reachable,lifecycle_recovered,telemetry_attributed,plan_depth,graph_depth,candidate_count
life_02_canonical_immunity_run_11,False,False,False,28.740899986587465,11.496359994634986,14.370449993293732,0,False,,True,1,1,1
life_01_decay_recovery_run_12,False,False,False,27.85399998538196,11.141599994152784,13.92699999269098,0,False,,True,1,1,1
life_02_canonical_immunity_run_12,False,False,False,26.692199986428022,10.676879994571209,13.346099993214011,0,False,,True,1,1,1
life_01_decay_recovery_run_13,False,False,False,21.796800021547824,8.71872000861913,10.898400010773912,0,False,,True,1,1,1
life_02_canonical_immunity_run_13,False,False,False,28.579400037415326,11.43176001496613,14.289700018707663,0,False,,True,1,1,1
life_01_decay_recovery_run_14,False,False,False,29.22339999349788,11.689359997399151,14.61169999674894,0,False,,True,1,1,1
life_02_canonical_immunity_run_14,False,False,False,29.07669998239726,11.630679992958903,14.53834999119863,0,False,,True,1,1,1
life_01_decay_recovery_run_15,True,True,False,26.05230000335723,10.420920001342893,13.026150001678616,1,True,True,True,1,1,1
life_02_canonical_immunity_run_15,False,False,False,27.75070001371205,11.10028000548482,13.875350006856024,0,False,,True,1,1,1
life_01_decay_recovery_run_16,False,False,False,22.687099990434945,9.074839996173978,11.343549995217472,0,False,,True,1,1,1
life_02_canonical_immunity_run_16,False,False,False,26.828200032468885,10.731280012987554,13.414100016234443,0,False,,True,1,1,1
life_01_decay_recovery_run_17,False,False,False,29.115699988324195,11.646279995329678,14.557849994162098,0,False,,True,1,1,1
life_02_canonical_immunity_run_17,False,False,False,35.62119998969138,14.24847999587655,17.81059999484569,0,False,,True,1,1,1
life_01_decay_recovery_run_18,True,True,False,25.991300004534423,10.39652000181377,12.995650002267212,1,True,True,True,1,1,1
life_02_canonical_immunity_run_18,True,True,False,26.28950000507757,10.515800002031028,13.144750002538785,1,True,True,True,1,1,1
life_01_decay_recovery_run_19,False,False,False,29.271800012793392,11.708720005117357,14.635900006396696,0,False,,True,1,1,1
life_02_canonical_immunity_run_19,False,False,False,28.71670003514737,11.486680014058948,14.358350017573684,0,False,,True,1,1,1
life_01_decay_recovery_run_20,False,False,False,30.50319995963946,12.201279983855784,15.25159997981973,0,False,,True,1,1,1
life_02_canonical_immunity_run_20,False,False,False,29.558699985500425,11.82347999420017,14.779349992750213,0,False,,True,1,1,1
life_01_decay_recovery_run_21,False,False,False,30.227300012484193,12.090920004993677,15.113650006242096,0,False,,True,1,1,1
life_02_canonical_immunity_run_21,False,False,False,26.564800005871803,10.625920002348721,13.282400002935901,0,False,,True,1,1,1
life_01_decay_recovery_run_22,False,False,False,33.656699990388006,13.462679996155202,16.828349995194003,0,False,,True,1,1,1
life_02_canonical_immunity_run_22,False,False,False,34.00700003840029,13.602800015360117,17.003500019200146,0,False,,True,1,1,1
life_01_decay_recovery_run_23,False,False,False,32.63520001200959,13.054080004803836,16.317600006004795,0,False,,True,1,1,1
life_02_canonical_immunity_run_23,False,False,False,28.53290003258735,11.41316001303494,14.266450016293675,0,False,,True,1,1,1
life_01_decay_recovery_run_24,False,False,False,26.819200022146106,10.727680008858442,13.409600011073053,0,False,,True,1,1,1
life_02_canonical_immunity_run_24,False,False,False,27.194000023882836,10.877600009553134,13.597000011941418,0,False,,True,1,1,1
life_01_decay_recovery_run_25,False,False,False,27.208900020923465,10.883560008369386,13.604450010461733,0,False,,True,1,1,1
life_02_canonical_immunity_run_25,False,False,False,30.260999978054315,12.104399991221726,15.130499989027157,0,False,,True,1,1,1
